Station Name,Latitude,Longitude,Location
State St & Harrison St,41.874053,-87.627716,POINT (-87.627716 41.874053)
Columbus Ave & 83rd Pl,41.741346,-87.713696,POINT (-87.713696 41.741346)
Western Ave & Leland Ave,41.9657412,-87.6892286,POINT (-87.6892286 41.9657412)
Wells St & Concord Ln,41.912133,-87.634656,POINT (-87.634656 41.912133)
Wilton Ave & Belmont Ave,41.9402319181,-87.6529437304,POINT (-87.652943730354 41.940231918109)
South Shore Dr & 67th St,41.773643,-87.567514,POINT (-87.567514 41.773643)
Chicago Ave & Sheridan Rd,42.050491,-87.677821,POINT (-87.677821 42.050491)
Marmora Ave & Belmont Ave,41.9382897,-87.7737692,POINT (-87.7737692 41.9382897)
Loomis St & 95th St,41.72148,-87.65774,POINT (-87.65774 41.72148)
Shields Ave & 28th Pl,41.842733,-87.635491,POINT (-87.635491 41.842733)
Tripp Ave & 65th St,41.77491,-87.72883,POINT (-87.72883 41.77491)
Throop St & 99th St,41.71414,-87.6547,POINT (-87.6547 41.71414)
DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,POINT (-87.636427 41.932588)
Western Ave & Howard St,42.018901,-87.690048,POINT (-87.690048 42.018901)
Milwaukee Ave & Fullerton Ave,41.924691,-87.70055,POINT (-87.70055 41.924691)
Cicero Ave & Wrightwood Ave,41.9279057,-87.7467295,POINT (-87.7467295 41.9279057)
Maplewood Ave & 59th St,41.7863375,-87.6874351,POINT (-87.6874351 41.7863375)
Paulina St & 18th St,41.857901,-87.668745,POINT (-87.668745 41.857901)
Clark St & Grace St,41.95078,-87.659172,POINT (-87.659172 41.95078)
Bernard St & Peterson Ave,41.9904393,-87.715236,POINT (-87.715236 41.9904393)
Prospect Sq & 91st St,41.7282338,-87.6675239,POINT (-87.6675239 41.7282338)
Chicago Ave & Washington St,42.032562,-87.679101,POINT (-87.679101 42.032562)
MLK Jr Dr & 29th St,41.842052,-87.617,POINT (-87.617 41.842052)
Sedgwick St & Huron St,41.894666,-87.638437,POINT (-87.638437 41.894666)
Troy Ave & 27th St,41.84265,-87.70401,POINT (-87.70401 41.84265)
St Louis Ave & 59th St,41.78589,-87.71057,POINT (-87.71057 41.78589)
Ritchie Ct & Banks St,41.906866,-87.626217,POINT (-87.626217 41.906866)
2112 W Peterson Ave,41.991178,-87.683593,POINT (-87.683593 41.991178)
Ashland Ave & Grand Ave,41.891072,-87.666611,POINT (-87.666611 41.891072)
Troy St & Jackson Blvd,41.877505,-87.70485,POINT (-87.70485 41.877505)
Lincoln Ave & Byron St,41.952372,-87.677296,POINT (-87.677296 41.952372)
Kostner Ave & Adams St,41.877917,-87.735737,POINT (-87.735737 41.877917)
Michigan Ave & 71st St,41.765286,-87.621748,POINT (-87.621748 41.765286)
Commercial Ave & 90th St,41.73198,-87.55107,POINT (-87.55107 41.73198)
Seeley Ave & Garfield Blvd,41.794087,-87.675478,POINT (-87.675478 41.794087)
Emerald Ave & 28th St,41.84358,-87.645368,POINT (-87.645368 41.84358)
Mason Ave & Grand Ave,41.9204347,-87.7743901,POINT (-87.7743901 41.9204347)
Cicero Ave & Roscoe Ave,41.942427,-87.747315,POINT (-87.747315 41.942427)
Wells St & Randolph St,41.884295,-87.633963,POINT (-87.633963 41.884295)
Wabash Ave & Cermak Rd,41.852619,-87.626488,POINT (-87.626488 41.852619)
Albany Ave & 16th St,41.85936,-87.70302,POINT (-87.70302 41.85936)
Lawler Ave & North Ave,41.9091754,-87.7522545,POINT (-87.7522545 41.9091754)
Winchester (Ravenswood) Ave & Balmoral Ave,41.979762,-87.67753,POINT (-87.67753 41.979762)
Clark St & Schiller St,41.907993,-87.631501,POINT (-87.631501 41.907993)
Artesian Ave & 71st St,41.764345,-87.684417,POINT (-87.684417 41.764345)
Sheridan Rd & Argyle St,41.9732868203,-87.6547595859,POINT (-87.654759585857 41.97328682026)
Western Ave & 43rd St,41.81574,-87.68489,POINT (-87.68489 41.81574)
Central Park & Augusta Blvd,41.8989108,-87.7164901,POINT (-87.7164901 41.8989108)
Hastings LWS,41.8635164,-87.6797485,POINT (-87.6797485 41.8635164)
Kildare & Cermak,41.851414,-87.73215,POINT (-87.73215 41.851414)
Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536,POINT (-87.637536 41.898203)
Wabash Ave & 59th St,41.78715,-87.62395,POINT (-87.62395 41.78715)
Washtenaw Ave & Peterson Ave,41.99066,-87.697075,POINT (-87.697075 41.99066)
Wabash Ave & Roosevelt Rd,41.867227,-87.625961,POINT (-87.625961 41.867227)
La Villita Park,41.83925,-87.70202,POINT (-87.70202 41.83925)
Damen Ave & Wellington Ave,41.93588,-87.67842,POINT (-87.67842 41.93588)
Mozart St & 79th St,41.749702,-87.693917,POINT (-87.693917 41.749702)
Wells St & Evergreen Ave,41.906724,-87.63483,POINT (-87.63483 41.906724)
Lavergne Ave & 46th St,41.80934,-87.7478312,POINT (-87.7478312 41.80934)
Loomis St & Jackson Blvd,41.877945,-87.662007,POINT (-87.662007 41.877945)
Manor Ave & Leland Ave,41.965875,-87.700825,POINT (-87.700825 41.965875)
Indiana Ave & 31st St,41.838842,-87.621857,POINT (-87.621857 41.838842)
Kenneth Ave & 50th St,41.8023156,-87.7344142,POINT (-87.7344142 41.8023156)
Wood St & Milwaukee Ave,41.907655,-87.672552,POINT (-87.672552 41.907655)
MLK Jr Dr & 47th St,41.809851,-87.616279,POINT (-87.616279 41.809851)
Harper Ave & 59th St,41.7879428129,-87.5883151702,POINT (-87.5883151702 41.78794281287)
Kedzie Ave & 60th St,41.78458,-87.70319,POINT (-87.70319 41.78458)
Leavitt St/North Ave,41.910077,-87.682306,POINT (-87.682306 41.910077)
Albany Ave & Belmont Ave,41.939638,-87.705263,POINT (-87.705263 41.939638)
State St & Chicago Ave,41.8966172004,-87.6285785437,POINT (-87.628578543663 41.896617200408)
California Ave & 41st St,41.81867,-87.69441,POINT (-87.69441 41.81867)
Carpenter St & 63rd St,41.77987,-87.650919,POINT (-87.650919 41.77987)
Shore Dr & 55th St,41.795212,-87.580715,POINT (-87.580715 41.795212)
Roscoe & Harlem,41.9416062,-87.8072964,POINT (-87.8072964 41.9416062)
Burnham Greenway & 112th St,41.6917738512,-87.5304311514,POINT (-87.53043115139 41.691773851168)
S Michigan Ave & E 118th St,41.679804,-87.620843,POINT (-87.620843 41.679804)
Western Ave & Granville Ave,41.994161369,-87.689438282,POINT (-87.689438282 41.99416136902)
Virginia Ave & Catalpa Ave,41.9812456,-87.7048924,POINT (-87.7048924 41.9812456)
Ridge Blvd & Howard St,42.019276,-87.68452,POINT (-87.68452 42.019276)
Mozart St & 55th St,41.79375,-87.69472,POINT (-87.69472 41.79375)
Lamon Ave & Belmont Ave,41.9390108,-87.7492834,POINT (-87.7492834 41.9390108)
Karlov Ave & Lawrence Ave,41.967947,-87.730409,POINT (-87.730409 41.967947)
Leavitt St & North Ave,41.910533,-87.682308,POINT (-87.682308 41.910533)
Kedzie Ave & 66th Pl,41.772584,-87.703007,POINT (-87.703007 41.772584)
Narragansett Ave & Montrose Ave,41.959978,-87.786928,POINT (-87.786928 41.959978)
Damen Ave/Coulter St,41.8492,-87.67564,POINT (-87.67564 41.8492)
Kedzie Ave & 73rd St,41.760703,-87.702292,POINT (-87.702292 41.760703)
Burling St & Diversey Pkwy,41.93314,-87.64776,POINT (-87.64776 41.93314)
State St & 29th St,41.841707,-87.626938,POINT (-87.626938 41.841707)
S Wentworth Ave & W 111th St,41.6926176,-87.6280518,POINT (-87.6280518 41.6926176)
Malcolm X College,41.877618,-87.673895,POINT (-87.673895 41.877618)
Wells St & Elm St,41.903222,-87.634324,POINT (-87.634324 41.903222)
Sacramento Blvd & Fulton Ave,41.886528,-87.70167,POINT (-87.70167 41.886528)
Weekend Night Parking Area A,41.94629,-87.65568,POINT (-87.65568 41.94629)
Cottage Grove Ave & 83rd St,41.743441,-87.604836,POINT (-87.604836 41.743441)
Greenview Ave & Jarvis Ave,42.015962,-87.66857,POINT (-87.66857 42.015962)
Paulina Ave & North Ave,41.9098546522,-87.66993016,POINT (-87.669930160046 41.909854652167)
Clifton Ave & Armitage Ave,41.918216,-87.656936,POINT (-87.656936 41.918216)
Western Ave & Gunnison St,41.969659,-87.68955,POINT (-87.68955 41.969659)
Stony Island Ave & 71st St,41.7664929373,-87.5864608775,POINT (-87.5864608775 41.7664929373)
N Green St & W Lake St,41.885579,-87.648484,POINT (-87.648484 41.885579)
Archer Ave & Homan Ave,41.81153,-87.70885,POINT (-87.70885 41.81153)
Midway Orange Line,41.78692,-87.73892,POINT (-87.73892 41.78692)
Artesian Ave & Hubbard St,41.8895,-87.688257,POINT (-87.688257 41.8895)
Clark St & Ida B Wells Dr,41.8759326655,-87.6305845355,POINT (-87.6305845355 41.8759326655)
Wolcott Ave & Polk St,41.871262,-87.673688,POINT (-87.673688 41.871262)
Ashland Ave & Archer Ave,41.839208684,-87.6656098589,POINT (-87.6656098589 41.83920868403)
Rhodes Ave & 71st St,41.766,-87.611726,POINT (-87.611726 41.766)
Sacramento Ave & Pratt Blvd,42.00404,-87.70473,POINT (-87.70473 42.00404)
Laflin St & 115th St,41.68499,-87.65991,POINT (-87.65991 41.68499)
Sacramento Blvd & Addison St,41.94609,-87.702988,POINT (-87.702988 41.94609)
Fairbanks Ct & Grand Ave,41.8918473721,-87.6205801964,POINT (-87.620580196381 41.89184737211)
Long Ave & Belmont Ave,41.93833,-87.76166,POINT (-87.76166 41.93833)
Lawndale Ave & 30th St,41.8389124,-87.7168955,POINT (-87.7168955 41.8389124)
Halsted St & Fulton St,41.886871,-87.648089,POINT (-87.648089 41.886871)
Claremont Ave & Hirsch St,41.907781,-87.685854,POINT (-87.685854 41.907781)
State St & 45th St,41.81313,-87.62585,POINT (-87.62585 41.81313)
LaSalle St & Washington St,41.882664,-87.63253,POINT (-87.63253 41.882664)
Paulina Ave & 87th St,41.735629,-87.66552,POINT (-87.66552 41.735629)
Clark St & Bryn Mawr Ave,41.983593,-87.669154,POINT (-87.669154 41.983593)
Kostner Ave & Lake St,41.885928,-87.73541,POINT (-87.73541 41.885928)
Central Ave & Altgeld St,41.9258119,-87.7663685,POINT (-87.7663685 41.9258119)
Columbus Ave & 79th St,41.749119,-87.704263,POINT (-87.704263 41.749119)
Kedzie Ave & 45th St,41.8113904,-87.7040052,POINT (-87.7040052 41.8113904)
Edgebrook Metra,41.99751,-87.76539,POINT (-87.76539 41.99751)
Wood St & Chicago Ave,41.895634,-87.672069,POINT (-87.672069 41.895634)
Albany Ave & Montrose Ave,41.961041,-87.705866,POINT (-87.705866 41.961041)
Avenue O & 118th St,41.6810014591,-87.5379312227,POINT (-87.537931222687 41.68100145911)
Logan Blvd & Elston Ave,41.929465,-87.684158,POINT (-87.684158 41.929465)
Halsted St & 104th St,41.7051397889,-87.6424241066,POINT (-87.642424106598 41.705139788932)
Homan Ave & Fillmore St,41.868114,-87.7109257,POINT (-87.7109257 41.868114)
Central Park Ave & Bloomingdale Ave,41.914166,-87.716755,POINT (-87.716755 41.914166)
Elston Ave & George St,41.934003,-87.690823,POINT (-87.690823 41.934003)
Phillips Ave & 79th St,41.75182,-87.565211,POINT (-87.565211 41.75182)
State St & Kinzie St,41.8893754666,-87.6270765066,POINT (-87.627076506615 41.889375466632)
Racine Ave & 13th St,41.865054,-87.656959,POINT (-87.656959 41.865054)
Ada St & 113th Place,41.68759,-87.65541,POINT (-87.65541 41.68759)
Oak Park & Wellington,41.934586,-87.7959613,POINT (-87.7959613 41.934586)
Jeffery Blvd & 67th St,41.7735175513,-87.5771428255,POINT (-87.5771428255 41.77351755125)
Vincennes Ave & 75th St,41.75797,-87.63121,POINT (-87.63121 41.75797)
Shields Ave & 31st St,41.838464,-87.635406,POINT (-87.635406 41.838464)
Lake Park Ave & 53rd St,41.7994942937,-87.5864498959,POINT (-87.5864498959 41.79949429373)
Whipple St & Roosevelt Rd,41.866554,-87.701329,POINT (-87.701329 41.866554)
Racine Ave & 61st St,41.783189,-87.654372,POINT (-87.654372 41.783189)
Greenwood Ave & 97th St,41.7187031548,-87.5970357656,POINT (-87.597035765648 41.718703154757)
Ashland Ave & 63rd St,41.779374,-87.664843,POINT (-87.664843 41.779374)
Ashland Ave & Garfield Blvd,41.792822,-87.664429,POINT (-87.664429 41.792822)
W Armitage Ave & N Sheffield Ave,41.917805,-87.653449,POINT (-87.653449 41.917805)
Stockton Dr & Wrightwood Ave,41.93132,-87.638742,POINT (-87.638742 41.93132)
Hamlin Ave & 62nd Pl,41.779953,-87.7178221,POINT (-87.7178221 41.779953)
Vincennes Ave & 95th St,41.72126,-87.65005,POINT (-87.65005 41.72126)
Aberdeen St & 103rd St,41.70704,-87.65022,POINT (-87.65022 41.70704)
California Ave & 21st St,41.8537957935,-87.6958228648,POINT (-87.695822864771 41.853795793473)
Kostner Ave & Belmont Ave,41.939191,-87.737112,POINT (-87.737112 41.939191)
Greenwood Ave & 79th St,41.75129,-87.5976,POINT (-87.5976 41.75129)
Commercial Ave & 100th St,41.7133173955,-87.5510975718,POINT (-87.55109757185 41.713317395477)
Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,POINT (-87.629912 41.898969)
Laramie Ave & Madison St,41.880207,-87.755337,POINT (-87.755337 41.880207)
Ashland Ave & Wellington Ave,41.936083,-87.669807,POINT (-87.669807 41.936083)
Hamlin Ave & Grand Ave,41.904035,-87.721563,POINT (-87.721563 41.904035)
Drake Ave & Addison St,41.947326,-87.717582,POINT (-87.717582 41.947326)
Pulaski Rd & 84th St,41.740407,-87.721907,POINT (-87.721907 41.740407)
Stony Island Ave & South Chicago Ave,41.751173,-87.585337,POINT (-87.585337 41.751173)
Lincoln Ave & Balmoral Ave,41.979461,-87.693013,POINT (-87.693013 41.979461)
Mayfield Ave & Roosevelt Rd,41.86569,-87.77176,POINT (-87.77176 41.86569)
California Ave & Montrose Ave,41.961068,-87.695439,POINT (-87.695439 41.961068)
Kedzie Ave & Milwaukee Ave,41.928999,-87.70803,POINT (-87.70803 41.928999)
Halsted St & Wrightwood Ave,41.929143,-87.649077,POINT (-87.649077 41.929143)
Clark St & 9th St (AMLI),41.870816,-87.631246,POINT (-87.631246 41.870816)
Ellis Ave & 55th St,41.7943006205,-87.6014497734,POINT (-87.6014497734 41.79430062054)
Leavitt St & Division St,41.902997,-87.683825,POINT (-87.683825 41.902997)
Indiana Ave & Roosevelt Rd,41.867888,-87.623041,POINT (-87.623041 41.867888)
Elizabeth St & 92nd St,41.7267989637,-87.6542901993,POINT (-87.65429019928 41.726798963701)
Rockwell St & Fletcher St,41.938689,-87.692972,POINT (-87.692972 41.938689)
Richmond St & Diversey Ave,41.9319019689,-87.7011951301,POINT (-87.7011951301 41.93190196886)
Sacramento Blvd & Franklin Blvd,41.8904687924,-87.7026075125,POINT (-87.702607512474 41.890468792439)
Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,POINT (-87.67393 41.95469)
Narragansett Ave & North Ave,41.9095,-87.78491,POINT (-87.78491 41.9095)
Clark St & Lunt Ave,42.0090111806,-87.6741117239,POINT (-87.6741117239 42.009011180581)
Southport Ave & Roscoe St,41.943739,-87.66402,POINT (-87.66402 41.943739)
California Ave & Marquette Rd,41.771611,-87.693331,POINT (-87.693331 41.771611)
Springfield Ave & 71st St,41.764484,-87.720028,POINT (-87.720028 41.764484)
Avenue L & 114th St,41.6881169,-87.5365497,POINT (-87.5365497 41.6881169)
May St & 69th St,41.768938,-87.652934,POINT (-87.652934 41.768938)
Sheridan Rd & Noyes St (NU),42.058239,-87.677432,POINT (-87.677432 42.058239)
Eberhart Ave & 61st St,41.7840710728,-87.6144835353,POINT (-87.61448353529 41.784071072761)
Mason Ave & Montrose Ave,41.96056,-87.77588,POINT (-87.77588 41.96056)
Parkside Ave & Armitage Ave,41.916907,-87.767173,POINT (-87.767173 41.916907)
Archer Ave & 43rd St,41.8154913,-87.7024412,POINT (-87.7024412 41.8154913)
Kedzie Ave & Bryn Mawr Ave,41.9822297591,-87.7088865638,POINT (-87.708886563778 41.982229759115)
Francisco Ave & Chicago Ave,41.895745,-87.698653,POINT (-87.698653 41.895745)
Sacramento Ave & 25th St,41.846506,-87.700139,POINT (-87.700139 41.846506)
Ravenswood Ave & Berteau Ave,41.957921,-87.673567,POINT (-87.673567 41.957921)
DuSable Museum,41.7915680106,-87.6078521774,POINT (-87.6078521774 41.79156801058)
Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,POINT (-87.63639 41.888243)
Central Park Ave & Ohio St,41.8918718,-87.7163879,POINT (-87.7163879 41.8918718)
Ellis Ave & 83rd St,41.744123,-87.599034,POINT (-87.599034 41.744123)
Lincoln Ave & Peterson Ave,41.990267,-87.70857,POINT (-87.70857 41.990267)
Stony Island Ave & 63rd St,41.780506,-87.586853,POINT (-87.586853 41.780506)
Kostner Ave & Devon Ave,41.997032,-87.73837,POINT (-87.73837 41.997032)
Menard Ave & Milwaukee Ave,41.98139,-87.77331,POINT (-87.77331 41.98139)
Wentworth Ave & 107th St,41.69989,-87.62785,POINT (-87.62785 41.69989)
Cicero Ave & Wellington Ave,41.93515,-87.74636,POINT (-87.74636 41.93515)
Clark St & Drummond Pl,41.931248,-87.644336,POINT (-87.644336 41.931248)
Lavergne Ave & 44th St,41.81311,-87.74869,POINT (-87.74869 41.81311)
Wilton Ave & Diversey Pkwy,41.932418,-87.652705,POINT (-87.652705 41.932418)
Austin Blvd & Madison St,41.880281,-87.774453,POINT (-87.774453 41.880281)
Indiana Ave & 26th St,41.845687,-87.622481,POINT (-87.622481 41.845687)
Western Ave & 79th St,41.750843,-87.682701,POINT (-87.682701 41.750843)
Vincennes Ave & 107th St,41.69922,-87.65869,POINT (-87.65869 41.69922)
Western Ave & Lunt Ave,42.0085943972,-87.6904922389,POINT (-87.6904922389 42.0085943972)
State St & 79th St,41.750794,-87.624424,POINT (-87.624424 41.750794)
Throop St & Taylor St,41.868968,-87.659141,POINT (-87.659141 41.868968)
Southport Ave & Clark St,41.957081,-87.664199,POINT (-87.664199 41.957081)
Damen Ave & Division St,41.903266,-87.678435,POINT (-87.678435 41.903266)
Kildare Ave & Montrose Ave,41.96108,-87.73569,POINT (-87.73569 41.96108)
Mies van der Rohe Way & Chicago Ave,41.8969446264,-87.6217576861,POINT (-87.621757686138 41.896944626371)
Paulina St & Howard St,42.019159,-87.673573,POINT (-87.673573 42.019159)
Damen Ave & Melrose Ave,41.9406,-87.6785,POINT (-87.6785 41.9406)
Streeter Dr & Grand Ave,41.892278,-87.612043,POINT (-87.612043 41.892278)
Lavergne Ave & Division St,41.9021077,-87.7508698,POINT (-87.7508698 41.9021077)
Hoyne Ave & Balmoral Ave,41.979851,-87.681932,POINT (-87.681932 41.979851)
Tripp Ave & 15th St,41.86077,-87.73136,POINT (-87.73136 41.86077)
Normal Ave & Archer Ave,41.849527,-87.640591,POINT (-87.640591 41.849527)
MLK Jr Dr & 56th St,41.7934294566,-87.6158532619,POINT (-87.6158532619 41.79342945658)
Avers Ave & Belmont Ave,41.939408,-87.723574,POINT (-87.723574 41.939408)
Valli Produce - Evanston Plaza,42.039742,-87.699413,POINT (-87.699413 42.039742)
Morgan St & 18th St,41.858086,-87.651073,POINT (-87.651073 41.858086)
Central Ave & Parker Ave,41.9301785,-87.7661217,POINT (-87.7661217 41.9301785)
N Paulina St & Lincoln Ave,41.943838,-87.671469,POINT (-87.671469 41.943838)
Western Ave & Ardmore Ave,41.9867636,-87.6898796,POINT (-87.6898796 41.9867636)
Lavergne Ave & Fullerton Ave,41.924034,-87.751191,POINT (-87.751191 41.924034)
Spaulding Ave & Division St,41.9027065944,-87.709219571,POINT (-87.709219571 41.90270659438)
Artesian Ave & 55th St,41.79402,-87.68577,POINT (-87.68577 41.79402)
Harlem Ave & Bloomingdale Ave,41.91203,-87.80577,POINT (-87.80577 41.91203)
Homan Ave & 77th St,41.75374,-87.70751,POINT (-87.70751 41.75374)
Commercial Ave & 83rd St,41.744615,-87.551208,POINT (-87.551208 41.744615)
Central Park Blvd & 5th Ave,41.875679,-87.71547,POINT (-87.71547 41.875679)
Halsted St & Clybourn Ave,41.909668,-87.648128,POINT (-87.648128 41.909668)
Smith Park,41.892048,-87.689397,POINT (-87.689397 41.892048)
Long & Irving Park,41.953038,-87.7621632,POINT (-87.7621632 41.953038)
Kedzie Ave & Redfield Dr,41.76523,-87.70316,POINT (-87.70316 41.76523)
Kildare Ave & 26th St,41.8442315,-87.7321534,POINT (-87.7321534 41.8442315)
Cherry Ave & Blackhawk St,41.907221,-87.655618,POINT (-87.655618 41.907221)
Broadway & Wilson Ave,41.965221,-87.658139,POINT (-87.658139 41.965221)
Wentworth Ave & 33rd St,41.8345298856,-87.6318229814,POINT (-87.6318229814 41.83452988563)
Calumet Ave & 51st St,41.8022946509,-87.6180535802,POINT (-87.6180535802 41.80229465088)
Cottage Grove Ave & 51st St,41.803038,-87.606615,POINT (-87.606615 41.803038)
California Ave & 23rd Pl,41.8491096918,-87.6951398068,POINT (-87.6951398068 41.84910969176)
Augusta Blvd & Laramie Ave,41.8986607,-87.7554551,POINT (-87.7554551 41.8986607)
Kedzie Ave & 52nd St,41.79906,-87.70342,POINT (-87.70342 41.79906)
Kedzie Ave & Leland Ave,41.966686362,-87.7080519806,POINT (-87.7080519806 41.96668636205)
Oakley Ave & Touhy Ave,42.012342,-87.688243,POINT (-87.688243 42.012342)
Harlem Ave & Grace St,41.94894,-87.80683,POINT (-87.80683 41.94894)
Melvina Ave & Giddings Ave,41.96648,-87.78202,POINT (-87.78202 41.96648)
Lincoln Ave & Fullerton Ave,41.9241610291,-87.6463803649,POINT (-87.646380364895 41.924161029068)
Sacramento Ave & Lunt Ave,42.0082,-87.70461,POINT (-87.70461 42.0082)
Campbell Ave & North Ave,41.910535,-87.689556,POINT (-87.689556 41.910535)
Halsted St & Archer Ave,41.847203,-87.646795,POINT (-87.646795 41.847203)
Pulaski Rd & 51st St,41.800434,-87.7247496,POINT (-87.7247496 41.800434)
St Louis Ave & 51st St,41.80095,-87.71104,POINT (-87.71104 41.80095)
Calumet Ave & 33rd St,41.8349,-87.61793,POINT (-87.61793 41.8349)
Hoyne Ave & 34th St,41.8320245,-87.6778387,POINT (-87.6778387 41.8320245)
Clark St & Wellington Ave,41.9364968219,-87.6475386582,POINT (-87.6475386582 41.9364968219)
Halsted St & Polk St,41.87184,-87.64664,POINT (-87.64664 41.87184)
Streeter Dr/Grand Ave,41.892401,-87.612388,POINT (-87.612388 41.892401)
Western Ave & Congress Pkwy,41.8747488508,-87.6864452757,POINT (-87.6864452757 41.87474885079)
Loomis St & Archer Ave,41.8416325396,-87.6574349533,POINT (-87.6574349533 41.84163253965)
Summit Ave & 86th St,41.7378484767,-87.6448997855,POINT (-87.644899785519 41.737848476733)
Ogden Ave & Roosevelt Rd,41.8665014832,-87.68469707,POINT (-87.68469707 41.86650148316)
California Ave & Madison St,41.88098,-87.69598,POINT (-87.69598 41.88098)
Baltimore Ave & 133rd St,41.65349,-87.54703,POINT (-87.54703 41.65349)
Damen Ave & 74th St,41.7592740393,-87.6736342907,POINT (-87.673634290695 41.759274039331)
Newcastle Ave & Irving Park Rd,41.95256,-87.79755,POINT (-87.79755 41.95256)
Narragansett Ave & Wrightwood Ave,41.92729,-87.78523,POINT (-87.78523 41.92729)
Nagle Ave & Belmont Ave,41.93852,-87.78735,POINT (-87.78735 41.93852)
Michigan Ave & Oak St,41.90096039,-87.62377664,POINT (-87.62377664 41.90096039)
Western Ave & 111th St,41.691211035,-87.6812973619,POINT (-87.681297361851 41.691211034981)
Kenosha Ave & Wellington Ave,41.934457,-87.733795,POINT (-87.733795 41.934457)
Lawndale Ave & 111th St,41.6913191922,-87.7128857374,POINT (-87.712885737419 41.691319192211)
Oakley Ave & Irving Park Rd,41.9543408522,-87.6860796243,POINT (-87.6860796243 41.95434085219)
LaSalle St & Jackson Blvd,41.878166,-87.631929,POINT (-87.631929 41.878166)
Rhodes Ave & 32nd St,41.836208,-87.613533,POINT (-87.613533 41.836208)
Kedzie Ave & Lake St,41.884603285,-87.7063037436,POINT (-87.7063037436 41.88460328501)
Wells St & Institute Pl,41.8973798607,-87.6344203949,POINT (-87.634420394897 41.897379860723)
Wentworth Ave & 104th St,41.705307997,-87.6292169094,POINT (-87.629216909409 41.705307996998)
State St & Pershing Rd,41.823015238,-87.6265680185,POINT (-87.6265680185 41.82301523798)
Knox Ave & Marquette Ave,41.77114,-87.73774,POINT (-87.73774 41.77114)
Prairie Ave & 43rd St,41.816658893,-87.6194124619,POINT (-87.6194124619 41.81665889302)
Rush St & Superior St,41.8957647456,-87.6259080327,POINT (-87.6259080327 41.89576474564)
Pulaski Rd & 60th Pl,41.78315,-87.72257,POINT (-87.72257 41.78315)
Michigan Ave & 113th St,41.68905,-87.62079,POINT (-87.62079 41.68905)
Financial Pl & Ida B Wells Dr,41.875023628,-87.6330940425,POINT (-87.63309404254 41.875023628033)
Central Park Ave & Ardmore Ave,41.9866081,-87.7187674,POINT (-87.7187674 41.9866081)
Wood St & 33rd St,41.83427,-87.6706,POINT (-87.6706 41.83427)
Dearborn St & Erie St,41.893992,-87.629318,POINT (-87.629318 41.893992)
Humboldt Blvd & Armitage Ave,41.917513394,-87.7018089555,POINT (-87.7018089555 41.91751339399)
Lockwood Ave & Grand Ave,41.9175941,-87.7584143,POINT (-87.7584143 41.9175941)
Larrabee St & Armitage Ave,41.918084,-87.643749,POINT (-87.643749 41.918084)
State St & 95th St,41.7218499,-87.6228544,POINT (-87.6228544 41.7218499)
Western Ave & 101st St,41.71011,-87.68198,POINT (-87.68198 41.71011)
Sheridan Rd & Greenleaf Ave,42.0105865628,-87.6624120948,POINT (-87.6624120948 42.01058656284)
Rockwell St & 57th St,41.79031,-87.68888,POINT (-87.68888 41.79031)
Racine Ave & Congress Pkwy,41.87464,-87.65703,POINT (-87.65703 41.87464)
Ashland Ave & McDowell Ave,41.809719,-87.663477,POINT (-87.663477 41.809719)
Harding Ave & 26th St,41.844218,-87.723347,POINT (-87.723347 41.844218)
Kilbourn Ave & 49th St,41.80385,-87.73566,POINT (-87.73566 41.80385)
Clark St & Lake St,41.8860208277,-87.6308760584,POINT (-87.6308760584 41.88602082773)
Dearborn St & Van Buren St,41.876268,-87.629155,POINT (-87.629155 41.876268)
State St & 35th St,41.831036314,-87.6267975569,POINT (-87.626797556877 41.831036314016)
Central Ave & Lake St,41.887664,-87.765469,POINT (-87.765469 41.887664)
Kildare Ave & Archer Ave,41.80034,-87.73079,POINT (-87.73079 41.80034)
Yates Blvd & 93rd St,41.7261663902,-87.5662761927,POINT (-87.566276192665 41.726166390245)
Elizabeth St & Fulton St,41.886827,-87.658937,POINT (-87.658937 41.886827)
California Ave & Fletcher St,41.9384287915,-87.698007756,POINT (-87.698007756 41.93842879148)
Lawndale Ave & 59th St,41.78638,-87.7157,POINT (-87.7157 41.78638)
Hamilton Park,41.76252,-87.63734,POINT (-87.63734 41.76252)
Michigan Ave & Pearson St,41.89766,-87.62351,POINT (-87.62351 41.89766)
Sedgwick St & Webster Ave,41.922167,-87.638888,POINT (-87.638888 41.922167)
Karlov Ave & Armitage Ave,41.91748,-87.728952,POINT (-87.728952 41.91748)
Morgan St & Pershing Rd,41.823613,-87.650931,POINT (-87.650931 41.823613)
University Ave & 59th St,41.787878,-87.598906,POINT (-87.598906 41.787878)
Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,POINT (-87.749594 41.954468)
Wabash Ave & 87th St,41.7365530183,-87.6226441562,POINT (-87.622644156218 41.73655301832)
Oglesby Ave & 100th St,41.7133974844,-87.5658416748,POINT (-87.565841674805 41.713397484422)
